Date,asset_return,asset_name,price_eur,HICP,HICP_YoY,HICP_MoM,HICP_12m_avg,high_inflation,roll_corr_12m
2019-04-30,0.0396450309402369,VUSA,45.36303329467773,81.67,1.7187694607049495,0.7152546553212513,1.832415015455352,0,-0.17040077919119062
2019-05-31,-0.0497502995169634,VUSA,43.10620880126953,81.78,1.2253991830672106,0.1346883800661169,1.7725968085763562,0,0.016441187993927086
2019-06-30,0.0400535962989136,VUSA,44.832767486572266,81.91,1.2734915924826895,0.15896307165566,1.7148280166740693,0,-0.05774644984229079
2019-07-31,0.0515644100759991,VUSA,47.1445426940918,81.52,1.016109045848812,-0.4761323403735806,1.6158664857936875,0,-0.2108899295555787
2019-08-31,-0.0165333471859689,VUSA,46.36508560180664,81.64,1.0146003464489128,0.1472031403336737,1.526739616849602,0,-0.2096413036002482
2019-09-30,0.0291183495197473,VUSA,47.71516036987305,81.82,0.8380576780872451,0.2204801567858849,1.4236000236420228,0,-0.25954816657118573
2019-10-31,-0.0052293515564096,VUSA,47.46564102172852,81.93,0.7253503811162965,0.1344414568565266,1.2943899936849614,0,0.013337676739938254
2019-11-30,0.0527039943395526,VUSA,49.96726989746094,81.67,0.964272468784766,-0.3173440742097022,1.2140857504922942,0,-0.030201810391215472
2019-12-31,0.0059695601521381,VUSA,50.26555252075195,81.93,1.3358070500927743,0.3183543528835653,1.19879158661881,1,0.2541331272969757
2020-01-31,0.020217483544769,VUSA,51.28179550170898,81.1,1.3623297087863806,-1.0130599292078712,1.19722360703761,1,0.18436323500031615
2020-02-29,-0.0911220269853603,VUSA,46.60889434814453,81.25,1.2208795315809209,0.1849568434032056,1.1746326369958184,1,0.04574654740224002
2020-03-31,-0.0928298850194652,VUSA,42.28219604492188,81.69,0.7399186089530163,0.54153846153846,1.1195820879961644,0,0.23424676593067242
2020-04-30,0.1097484090615465,VUSA,46.92259979248047,81.93,0.3183543528835653,0.2937936099890015,1.0028808290110491,0,-0.3243078399854419
2020-05-31,0.0197671179933007,VUSA,47.85012435913086,81.85,0.0855955001222819,-0.0976443305260699,0.9078971887656384,0,-0.24460975229024845
2020-06-30,0.0101540838719402,VUSA,48.33599853515625,82.13,0.2685874740568916,0.3420891875381748,0.8241551788968219,0,-0.28594082057302606
2020-07-31,0.004996057135858,VUSA,48.57748794555664,81.84,0.3925417075564263,-0.3530987458906565,0.7721912340391232,0,-0.3227548516126915
2020-08-31,0.0682903814792446,VUSA,51.89486312866211,81.5,-0.1714845663890241,-0.4154447702834796,0.6733508246359617,0,-0.4145527954029727
2020-09-30,-0.0168614547843427,VUSA,51.01984024047852,81.56,-0.3177707162063004,0.0736196319018445,0.5770317917781663,0,-0.30625093877582926
2020-10-31,-0.024164635133382,VUSA,49.78696441650391,81.71,-0.2685219089466728,0.1839136831780274,0.4942091009395855,0,-0.2132473761187707
2020-11-30,0.0760378578345204,VUSA,53.57265853881836,81.43,-0.2938655565078885,-0.342675315138885,0.3893642654985309,0,-0.37621649417496994
2020-12-31,0.0106751394267814,VUSA,54.1445541381836,81.7,-0.2807274502624191,0.3315731302959479,0.2546530571355981,0,-0.4076568374002541
2021-01-31,0.0117575651681347,VUSA,54.78116226196289,81.84,0.912453760789167,0.1713586291309576,0.217163394802497,1,-0.49291577009413007
2021-02-28,0.0335265640536266,VUSA,56.6177864074707,82.01,0.9353846153846268,0.2077223851417509,0.1933721517861392,1,-0.18652014994662033
2021-03-31,0.0699023777974052,VUSA,60.57550430297852,82.78,1.334312645366631,0.9389098890379088,0.2429049881539404,1,0.2390608351579817
2021-04-30,0.0256582305304857,VUSA,62.129764556884766,83.25,1.6111314536799703,0.5677699927518765,0.3506364132203075,1,0.22740546710150095
2021-05-31,-0.0115834491981153,VUSA,61.41008758544922,83.47,1.9792302993280495,0.2642642642642689,0.5084393131541215,1,0.006040440762954897
2021-06-30,0.056357925309564,VUSA,64.87103271484375,83.69,1.89942773651528,0.2635677488918242,0.6443426683589872,1,0.11611245500056296
2021-07-31,0.023881965137033,VUSA,66.42028045654297,83.61,2.162756598240456,-0.0955908710718156,0.7918605759159897,1,0.08058710054813122
2021-08-31,0.0369360150124531,VUSA,68.87358093261719,83.9,2.944785276073625,0.3468484631025115,1.0515497294545435,1,0.24818175043253826
2021-09-30,-0.0207045263762604,VUSA,67.44758605957031,84.3,3.3594899460519745,0.4767580452920139,1.3579881179760669,1,-0.13221423597892604
2021-10-31,0.0598186299628187,VUSA,71.48220825195312,85.02,4.050911761106346,0.8540925266903976,1.717940923813818,1,-0.1577083581708347
2021-11-30,0.0235415264038485,VUSA,73.16500854492188,85.4,4.875353063981325,0.4469536579628341,2.148709142187919,1,0.04293171622151746
2021-12-31,0.0386944200784911,VUSA,75.99608612060547,85.76,4.969400244798039,0.4215456674472984,2.586219783442958,1,0.0037586159839599538
2022-01-31,-0.0550586544930061,VUSA,71.81184387207031,86.02,5.107526881720426,0.3031716417910335,2.935809210187229,1,-0.3596787906863805
2022-02-28,-0.0201370047262572,VUSA,70.36576843261719,86.83,5.877332032678928,0.9416414787258852,3.3476381616284208,1,-0.45437289671056674
2022-03-31,0.0619601122500292,VUSA,74.72563934326172,88.94,7.44141096883304,2.4300357019463315,3.856563021917288,1,-0.024974252255730182
2022-04-30,-0.0301633406466669,VUSA,72.47166442871094,89.45,7.447447447447453,0.5734202833370894,4.342922688064578,1,-0.1746735149961321
2022-05-31,-0.0400181871661098,VUSA,69.57147979736328,90.19,8.05079669342279,0.827277808831739,4.84888655423914,1,-0.4102128102535546
2022-06-30,-0.057719084364921,VUSA,65.55587768554688,90.92,8.639024973115061,0.8094023727686084,5.410519657289122,1,-0.4495537727768904
2022-07-31,0.1117433261875999,VUSA,72.88130950927734,91.02,8.86257624686042,0.1099868015838057,5.968837961340785,1,-0.044920473366087135
2022-08-31,-0.0139501935526283,VUSA,71.8646011352539,91.58,9.153754469606667,0.6152493957372052,6.486252060801871,1,-0.014952368500624041
2022-09-30,-0.0539750942651879,VUSA,67.98570251464844,92.67,9.928825622775816,1.1902162044114428,7.03369670052886,1,-0.23199687097636018
2022-10-31,0.0495261935162991,VUSA,71.35277557373047,94.05,10.621030345800996,1.4891550663645114,7.581206582586748,1,0.05527358383978172
2022-11-30,-0.0202988531974473,VUSA,69.9043960571289,93.98,10.04683840749414,-0.0744284954811158,8.012163694546148,1,0.08072130846423108
2022-12-31,-0.0669866736283697,VUSA,65.22173309326172,93.65,9.200093283582088,-0.3511385401149147,8.364721447778154,1,0.1735773564894247
2023-01-31,0.0424971250159234,VUSA,67.99346923828125,93.45,8.637526156707743,-0.2135611318740071,8.658888054027095,0,0.0267646292463925
2023-02-28,0.0094478929627783,VUSA,68.6358642578125,94.21,8.499366578371514,0.8132691278758486,8.877390932834812,0,-0.05588806012805953
2023-03-31,0.0027510382115194,VUSA,68.8246841430664,95.06,6.881043400044984,0.9022396773166408,8.830693635435807,0,0.074822289714159
2023-04-30,0.0022474254208713,VUSA,68.97936248779297,95.66,6.942425936277252,0.6311803071744171,8.788608509504956,0,-0.0017116469191293773
2023-05-31,0.0400024863782859,VUSA,71.73870849609375,95.69,6.098237055105882,0.0313610704578692,8.62589520631188,0,-0.16739587548087298
2023-06-30,0.0426094573014215,VUSA,74.79545593261719,95.93,5.510338759348876,0.2508099069913339,8.365171355164698,0,-0.2542165363533792
2023-07-31,0.0218135397339138,VUSA,76.42700958251953,95.83,5.284552845528467,-0.1042426769519488,8.067002738387037,0,-0.4262281865325608
2023-08-31,0.0053940921638571,VUSA,76.83926391601562,96.35,5.208560821139985,0.5426275696545968,7.738236601014813,0,-0.3724116808498859
2023-09-30,-0.0215170050546712,VUSA,75.1859130859375,96.67,4.316391496708749,0.3321224701608782,7.27053375717589,0,-0.08301080575760221
2023-10-31,-0.0308161490965591,VUSA,72.86897277832031,96.75,2.8708133971291794,0.0827557670425083,6.624682344786572,0,-0.09876378478065508
2023-11-30,0.0578092618197603,VUSA,77.08147430419922,96.21,2.372845286231096,-0.5581395348837281,5.985182918014651,0,-0.21674905312109458
2023-12-31,0.0333146165337536,VUSA,79.6494140625,96.37,2.904431393486373,0.1663028791186072,5.460544427173342,0,0.05447735638660716
2024-01-31,0.0465942477103027,VUSA,83.3606185913086,96.03,2.760834670947032,-0.3528068901110348,4.970820136693282,0,-0.2076709461006989
2024-02-29,0.0440865172044957,VUSA,87.03569793701172,96.63,2.5687294342426448,0.6248047485160724,4.476600374682543,0,-0.26297657081646386
2024-03-31,0.0363192558027332,VUSA,90.19676971435548,97.35,2.409004839049022,0.7451102142191912,4.103930494599546,0,-0.2362479710240381
2024-04-30,-0.0209407312689753,VUSA,88.3079833984375,97.91,2.3520802843403743,0.5752439650744678,3.7214016902714735,0,0.014633330320140919
2024-05-31,0.0107774678298468,VUSA,89.25971984863281,98.13,2.54990072107848,0.2246961495250721,3.4257069957691897,0,-0.08119692240320138
2024-06-30,0.070565795828009,VUSA,95.55840301513672,98.33,2.50182424684664,0.2038112707632766,3.1749974530606706,0,-0.31114493772731494
2024-07-31,-0.0045713260110893,VUSA,95.12157440185548,98.3,2.577480955859324,-0.0305095087969053,2.9494081289215752,0,-0.3532851962446991
2024-08-31,-0.0082868033791113,VUSA,94.33332061767578,98.43,2.158796056045676,0.1322482197355201,2.695261065163716,0,-0.32212964794762733
2024-09-30,0.017605463790282,VUSA,95.99410247802734,98.34,1.727526637012522,-0.0914355379457498,2.479522326855697,0,0.038393422576887
2024-10-31,0.0264045723863008,VUSA,98.5287857055664,98.68,1.9948320413436749,0.3457392719137697,2.4065238805402385,0,0.2645644779063077
